original,translate
Familiarize yourself with the Attributes and Abilities of your party members and have the right character take the lead depending on the circumstances,熟悉队伍成员的属性和能力，并根据情况让合适的角色带队
"When a new member joins your party, they Level Up to your current level",当新成员加入你的队伍时，他们会升级到你的当前等级
The “Level Up” icon on your party-member’s portrait shows that a character is ready to level up!,队伍成员肖像上的“升级”图标表示该角色已准备好升级！
Double-click the character portrait and select FEATS to begin leveling up,双击角色肖像并选择专长开始升级
Press the X BUTTON and go to the FEATS tab to begin leveling up,按X按钮并转到专长标签开始升级
Stealth,潜行
Press the Hide button to go into Stealth mode,按下隐藏按钮进入潜行模式
The action buttons also map to the numerical buttons,动作按钮也映射到数字键
You may also press LEFT JOYSTICK to enter stealth mode,你也可以按下左摇杆进入潜行模式
While in stealth mode the Stealth indicator becomes visible,在潜行模式下，潜行指示器会变为可见
A yellow indicator means you're in danger of being spotted,黄色指示器意味着你有被发现的危险
"While your indicator is yellow, it will count down to 0%",当你的指示器为黄色时，它会倒数至0%
When it reaches 0% you are spotted and will become visible,当它达到0%时，你就会被发现并变为可见
Moving in lit areas and being close to other characters will make the counter go down very fast,在光照区域移动以及靠近其他角色会使计数器下降得非常快
Stick to shadows and avoid other characters,待在阴影中并避开其他角色
Your ability to stay hidden is dictated by your stealth skill,你保持隐藏的能力取决于你的潜行技能
Increase this skill to stay hidden for longer,提升此技能以保持更长时间的隐藏
Wearing armor makes it harder to stay hidden,穿着护甲会使保持隐藏更加困难
"If the indicator turns green, it means you are no longer in danger of being spotted",如果指示器变为绿色，意味着你不再有被发现的危险
"Spending time in ""green"" areas will refill your stealth meter",在“绿色”区域停留会重新填充你的潜行计量条
Oh dear! You have contracted a disease from your scuffle with the rats,哦天哪！你在与老鼠的扭打中感染了疾病。
This disease can be cured with a potion,这种疾病可以用药水治愈。
"Here, the main character has moved to the right of the mercenary",这里，主角移动到了雇佣兵的右侧
And then Roland moves to the left of the now flanked mercenary,然后罗兰移动到被侧袭的雇佣兵的左侧
"In combat, the order characters act in is determined by their relative initiatives",在战斗中，角色行动的顺序由他们的相对先攻决定
Vitality is a buffer to your Wounds and as long as you have Vitality left you won’t take (serious,体力是你创伤的缓冲，只要还有体力，你就不会受到（严重的
Vitality is easily lost and easily regained.,体力容易损失，也容易恢复。
Potions and healing magic can restore Vitality - both in and out of combat,药水和治疗魔法可以恢复体力——无论是在战斗内外
Reaching 0 Wounds means your character is rendered unconscious,创伤降至0意味着你的角色会失去意识
Wounds can also only be recovered by resting (or levelling up,创伤也只能通过休息（或升级）来恢复
Sustaining Wound damage is best avoided!,最好避免受到创伤伤害！
"Resting may not be possible in every location, so plan ahead accordingly",并非所有地点都能休息，因此要相应规划
You must equip a weapon if you have not done so already,如果你还没有装备武器，你必须装备一把
For weapons and armour this means the item becomes equipped,对于武器和护甲，这意味着该物品会被装备
The total number of tiles that can be moved each turn in combat is equal to your Movement AND Attack points,每场战斗中每回合可移动的总格数等于你的移动点数加上攻击点数
Spending Attack points to move in this way will deny you the ability to attack that turn,以这种方式消耗攻击点数来移动，将使你无法在该回合攻击
Yet it may be a useful way to quickly move great distances across the battlefield,然而，这可能是快速穿越战场长距离移动的有用方法
Familiarise yourself with the Attributes and Abilities of your party members and have the right character take the lead to suit the circumstances,熟悉队伍成员的属性和能力，并根据情况让合适的角色带队
Double-click the character portrait and select FEATS to begin levelling up,双击角色肖像并选择专长开始升级
Press the X BUTTON and go to the FEATS tab to begin levelling up.,按X按钮并转到专长标签开始升级
"Should it reach 0%, you will have been spotted and become visible",当它达到0%时，你就会被发现并变为可见
Moving in lit areas and being close to other characters will make the counter go down much faster,在光照区域移动以及靠近其他角色会使计数器下降得快得多
So stick to shadows and avoid others,所以待在阴影中并避开其他人
Wearing armour makes it harder to stay hidden,穿着护甲会使保持隐藏更加困难
"Spending time by moving or waiting in ""green"" areas will refill your stealth meter",在“绿色”区域移动或等待会重新填充你的潜行计量条
#Misc,#杂项
Crafting,制作
This is the Crafting screen,这是制作界面
"To create new items, double-click ingredients in your inventory to place them in the “Workstation” and then press “Craft",要创建新物品，双击背包中的材料将其放入“工作台”，然后按下“制作”
"If the recipe is valid, new items will be created",如果配方有效，就会创建出新物品
"To create new items, place ingredients in the “Workstation” grid and then press “Craft",要创建新物品，将材料放入“工作台”网格中，然后按下“制作”
The recipe list in the left column represents known recipes,左侧栏中的配方列表代表已知配方
You learn new recipes by experimenting or by finding recipe books out in the world,你可以通过实验或在世界中找到配方书来学习新配方
Recipes that can currently be crafted are shown in green,当前可以制作的配方会以绿色显示
Selecting a green recipe will automatically add all the necessary ingredients to the “Workstation,选择一个绿色配方会自动将所有必需材料添加到“工作台
Crafting is dependent on the Crafting skill,制作取决于制作技能
"Crafting a valid recipe will always succeed but depending on your skill and the recipe’s difficulty, there is a chance you may produce more than one item",制作有效配方总是会成功，但根据你的技能和配方的难度，你有机会生产出不止一件物品
Resting,休息
This is the Camp screen,这是营地界面
Use it to feed the party and select camp activities for the party members before resting,用它来喂食队伍并在休息前为队伍成员选择营地活动
"By default, the game always auto-saves when you make camp",默认情况下，游戏在你扎营时总是会自动保存
"To fully recover from injuries, your party members must be well fed",要从伤势中完全恢复，你的队伍成员必须吃饱
Normally 10 points of food is required per party member to recover 100%,通常每个队伍成员需要10点食物才能完全恢复
If less than the required amount is added your party will only recover partially,如果添加的食物少于所需数量，你的队伍只会部分恢复
Add food from your inventory by double clicking it,双击背包中的食物来添加
Note that prepared meals add a lot more food per item than raw ingredients,注意，熟食每件提供的食物量远多于生食材
Seek out crafting stations to craft meals from raw ingredients,寻找制作站，用生食材制作熟食
Select food from your inventory for your party to eat,从背包中选择食物供队伍食用
You also need to select Camp Activities for your party members,你还需要为队伍成员选择营地活动
These provide bonuses based on your character's skills,这些会根据你角色的技能提供加成
Beds and Inns,床铺与旅店
Keep an eye out for beds or inns to rest in while adventuring,冒险时留意可以休息的床铺或旅店
Doing so is superior to sleeping in the wild,这样做比在野外睡觉更好
"While resting at an inn or in a bed, you have the option to manage your party!",在旅店或床铺休息时，你可以选择管理你的队伍！
"This means you can choose what characters get to be part of your main party, and who should wait in camp",这意味着你可以选择哪些角色成为主力队伍的一员，以及谁应该在营地等待
Camp followers do not earn XP and never participate in combat,营地追随者不会获得经验值，也从不参与战斗
Camp followers will for the most part not engage in the narrative,营地追随者通常不会参与叙事
"There are a few exceptions to this however, and there are some cases where even characters outside your main party may chime in during conversations",不过也有少数例外，在某些情况下，即使不在主力队伍中的角色也可能在对话中插话
Sailing,航行
"While sailing on the overland map, the “Make Camp” button changes appearance",在大地图上航行时，“扎营”按钮会改变外观
Click it to explore the ship you’re currently on,点击它来探索你当前所在的船只
Press it to explore the ship you’re currently on,按下它来探索你当前所在的船只
"While on the ship, it’s possible to rest and reorganize, cook, craft items and even do some limited bartering",在船上时，可以休息和整理、烹饪、制作物品，甚至进行一些有限的交易
There may also be characters to talk to,也可能有可以交谈的角色
"When you’re done interacting with the ship and crew, interact with the ship’s helm to go back to the overland map",当你与船只和船员互动完毕后，与船舵互动以返回大地图
Normally 10 points of food is required per party member to make a full recovery,通常每个队伍成员需要10点食物才能完全恢复
These provide bonuses to your party based on that character's skills,这些会根据该角色的技能为你的队伍提供加成
Doing so is superior to sleeping rough,这样做比露宿更好
"While resting at an inn or in a bed, you may manage your party!",在旅店或床铺休息时，你可以管理你的队伍！
"This allows you to elect which of the available characters in your entourage join the main party, and who must wait in camp until further notice",这让你可以选择随行人员中哪些可用角色加入主力队伍，以及谁必须在营地等待，直到另行通知
Camp followers do not earn experience and never participate in combat,营地追随者不会获得经验，也从不参与战斗
"Camp followers will, for the most part, not engage in the narrative",营地追随者通常不会参与叙事
"While sailing on the overland map, the “Make Camp” button changes its appearance",在大地图上航行时，“扎营”按钮会改变外观
"While on the ship, it’s possible to rest and reorganise, cook, craft items, and even do some limited bartering with the onboard merchant",在船上时，可以休息和整理、烹饪、制作物品，甚至与船上的商人进行一些有限的交易
