original,translate
Before you lies what appears to be closer to a fortified mining-camp than a town,在你面前的更像是一座设防的采矿营地，而非城镇
The most striking detail are the wrecks of abandoned ships that lie just outside the town’s harbor,最引人注目的细节是那些废弃船只的残骸，就散落在城镇港口之外
Horryn,霍林
The Underhalls,地下大厅
Horryn Castle,霍林城堡
The Crypt,墓室
Horryn Sewers,霍林下水道
The Womb,产房
Walls of Horryn,霍林城墙
"At the end of the rugged peninsula lies the small, walled fishing village of Horryn","""在崎岖半岛的尽头，坐落着有围墙的小渔村霍林"""
"Once home to hundreds, the town now lies seemingly deserted","""这里曾居住着数百人，如今城镇似乎已荒废"""
"Whatever fate has befallen this place, you must be on you guard if you choose to enter it","""无论此地遭遇了何种命运，你若选择进入，务必保持警惕"""
The Coastal Pass,海岸隘口
The Deep Forest,幽深森林
"Besides the buzzing of insects and croaking of toads, the forest is disconcertingly quiet","""除了昆虫的嗡嗡声和蟾蜍的呱呱声，森林安静得令人不安"""
The foliage seems to thin slightly in this area and to the north-east you can make out a faint wisp of smoke rising from a chimney,这一带的枝叶似乎略微稀疏，向东北方你能辨认出一缕轻烟从烟囱升起
"The foliage does however, seem to thin slightly in this area and to the north-east you can make out a faint wisp of smoke rising from a chimney","""不过，这一带的枝叶确实似乎略微稀疏，向东北方你能辨认出一缕轻烟从烟囱升起"""
Forest Caves,林间洞穴
The Hidden Glen,隐秘幽谷
A hidden glen nestled between two mountains,一个隐藏在两座山之间的幽谷
"Had you not known to look for it, you would have easily missed it","""若非知道要寻找它，你很容易就会错过"""
Shores of Idra,伊德拉海岸
Ahead of you lies the windswept shore where you landed on Idra and the abandoned farmsteam,前方是你登陆伊德拉时的那片被风吹拂的海岸，以及那座废弃的农庄
The Foul Caves,污秽洞窟
Lighthouse Exterior,灯塔外围
An ancient lighthouse rises steeply from the bluffs ahead of you,一座古老的灯塔从前方的悬崖上陡峭地耸立
"The beacon is still lit, though it flickers weakly","""灯塔的灯火依然亮着，尽管微弱地闪烁着"""
Under the Lighthouse,灯塔下方
Lighthouse,灯塔
Refugee Camp,难民营
"Before you, the unmistakable mess, squalor and desperation of a refugee camp sprawls around a small farmstead like a festering wound","""在你面前，难民营那显而易见的混乱、肮脏与绝望，像一道溃烂的伤口般围绕着一座小农庄蔓延开来"""
Coastal Road,滨海道路
Sea-Caves,海蚀洞窟
"A huge sea-cave, created by eons of the sea’s relentless attack on the rock, gapes in the cliffs ahead","""一个巨大的海蚀洞窟，由大海亿万年来对岩石的无情侵蚀形成，在前方的悬崖上豁然洞开"""
"If you take great care, a narrow trail allows you to enter it","""若你万分小心，一条狭窄的小径能让你进入其中"""
Wreck Site,失事地点
Broken bodies and debris litter the rocky shores of Idra,破碎的尸骸与残骸散落在伊德拉的岩石海岸上
"In the distance, you can make out what appears to be the remains of the Zephyr's hull","""在远处，你能辨认出似乎是西风号船体的残骸"""
Wreckage,残骸
The Berryn Estate,贝林庄园
The Cellar,地窖
The Outer Isles,外岛群
Outer Isles,外岛群
Excavation Site,挖掘现场
Priory Crypt,修院墓室
The Black Priory,黑修院
A grim edifice rises from the wastelands,一座阴森的建筑从荒原上拔地而起
"Its walls are weatherbeaten and its empty windows glare at you like dead, black eyes","""它的墙壁饱经风霜，空洞的窗户像死寂的黑色眼睛般瞪视着你"""
"Abandoned as it may seem, there is nevertheless some siren call that bids you venture inside… and below","""尽管看似已被遗弃，却仍有某种塞壬般的呼唤，诱使你深入其中……乃至地下"""
The Eternity Gate,永恒之门
Forest,森林
A Twisted Forest,扭曲森林
A Field,一片田野
Hills,丘陵
Road,道路
Shore,海岸
Tundra,苔原
Ship's Deck,船甲板
Zephyr's Hold,西风号货舱
Zephyr's Lower Deck,西风号下层甲板
The Wreck,残骸
Shrine of Agility,敏捷神龛
Shrine of Fortitude,坚韧神龛
Shrine of Intellect,智力神龛
Shrine of Presence,魅力神龛
Shrine of Strength,力量神龛
Lorem Ipsum,乱数假文
The Weathermaiden,天候少女号
Tower Dungeon,高塔地牢
Lower Dungeon,下层地牢
Tower of Ash,灰烬之塔
A lone tower pierces the skies as it rises above you,一座孤塔刺破苍穹，耸立在你上方
"From some unseen aperture in the cliffs upon which it stands, the wind carries a cloud of fine gray ash","""从它所矗立的悬崖上某个看不见的孔洞中，风携来一团细密的灰色灰烬"""
"Bitter and unwelcome, the residue sticks in your mouth and eyes","""苦涩而令人不快，这些残留物粘在你的嘴里和眼中"""
Low Hills,低矮丘陵
#Stores,#商店
Arra's Goods,阿拉杂货铺
Esteban's Concoction,埃斯特班炼剂坊
The Narwhale,独角鲸酒馆
Martha's Flophouse,马萨旅舍
Maija's Goods,玛伊娅杂货铺
Quartermaster,军需官
#String Lists,#字符串列表
Welcome!,欢迎！
Have a seat!,请坐！
I'll be with you in a moment!,我马上就来！
Hi there!,你好！
Hic,嗝
I'm cold,我好冷
Spare a coin?,施舍个硬币吧？
So hungry,好饿
My insides hurt,我肚子疼
Should you be here?,你该在这儿吗？
Don't tell me you've an audience?,别告诉我你还有观众？
"Charmed, I'm sure",幸会，我相信
Hm?,嗯？
There are mercenaries on the island that don't belong here,岛上有不属于这里的雇佣兵
Rumors have it they are encamped on the Priory grounds,传闻他们在修道院的地盘上扎营
I have no idea why they're here but they have to have something to do with what's happening,我不知道他们为什么在这里，但他们肯定和正在发生的事情有关
I don't believe the farmer's goats are dead!,我不相信农夫的羊死了！
I heard someone say she saw the famer's son drive the animals into the mountains when Horryn fell,我听人说她看见农夫的儿子在霍林陷落时把牲口赶进了山里
How can he hide away food while we starve?,我们饿着肚子，他怎么能把食物藏起来？
"Governor spent more time out at his estate, east of here than at his offices in Horryn!",总督待在他东边庄园的时间比在霍林的办公室还多！
"He's probably dead now though, and good riddance to him!",不过他可能已经死了，真是死得好！
They say smugglers use the caves in the mountains to the west,他们说走私者利用西边山里的洞穴
Maybe they have food?,也许他们有食物？
Ships came to the island a few weeks ago,几周前有船来过岛上
"They didn't dock in Horryn, but sailed up towards the Priory",他们没有停靠霍林港，而是驶向了修道院
Maybe they managed to land there?,也许他们设法在那里登陆了？
Though I don't know how,虽然我不知道怎么做到的
The northern coast is all steep cliffs and rocks,北海岸全是陡峭的悬崖和岩石
The fishermen began seeing 'something' in the oceans a few weeks ago,几周前渔民开始在海洋里看见“什么东西”
Then the boats started disappearing!,然后船就开始消失了！
Now we're trapped here!,现在我们被困在这里了！
Just waiting to die!,只能等死！
When is the Empire coming for us?,帝国什么时候来救我们？
How can they even know something is wrong?,他们怎么可能知道出事了？
"And if they did, they say a horror stalks the seas around Horryn!",就算他们知道，听说霍林周围的海域有恐怖之物在游荡！
I'm not sleeping well,我睡不好
My dreams,我的梦
They are,它们
"Ugh, why am I telling you this?",呃，我跟你说这些干嘛？
We're defenceless sitting here!,我们坐在这里毫无防备！
And where is the governor and the guards?,总督和守卫都去哪儿了？
Dead I suppose,我想是死了
People have started to get sick,人们开始生病了
Just look at poor Hannah's boy,看看可怜的汉娜的孩子
Thank you for finding food,谢谢你找到食物
I'm so hungry,我好饿
All those people lost,那么多人丧生
What's happening to us?,我们到底怎么了？
Do you have any food?,你有食物吗？
I feel better,我感觉好多了
Ugh,呃
Feels like the world's ending!,感觉像是世界末日！
Leave me alone,别烦我
Please help us!,请帮帮我们！
These caves are beginning to wear on me,这些洞穴开始让我受不了了
I wish we could get out of here soon,真希望我们能快点离开这里
Hold on... did you hear something?,等等……你听到什么了吗？
Have you been to see the queen yet?,你去见过女王了吗？
Freythens or Imperials,弗雷森还是帝国军
I don't care 's long as the coin is good!,只要钱给够，我无所谓！
Sitting on a cargo like this is making me nervous,守着这样的货物让我紧张
Hope we get out to sea again soon!,希望我们很快能再次出海！
They say the world's ending out there,他们说外面的世界末日了
I don't care - I just want to get out of here!,我不在乎——我只想离开这里！
"In our line of work, strangers are bad news",在我们这行，陌生人是坏消息
Keep away from me or we'll have words,离我远点，不然就吵一架
Mommy!,妈妈！
I want to go home!,我想回家！
I don't want to be here!,我不想待在这里！
I'm afraid!,我害怕！
I want my mommy!,我要妈妈！
I can't wait for Carnivale!,我等不及狂欢节了！
I'm so excited!,我好兴奋！
I'm going to eat so much cake!,我要吃好多好多蛋糕！
Tihi!,嘻嘻！
Are you going to Carnivale?,你去狂欢节吗？
Wanna play?,想玩吗？
Is it Carnivale now?,现在是狂欢节了吗？
My head hurts,我头疼
I'm afraid of the dark,我怕黑
Gahhh!,嘎啊啊！
Cough,咳咳
I have bad dreams,我做噩梦
Wee!,哇！
Carnivale!,狂欢节！
I want more cake!,我还要蛋糕！
Honey-cake is the best!,蜂蜜蛋糕最棒了！
Greetings m'lord,您好，大人
Greetings m'lady,您好，女士
Hello,你好
I'm excited for the Carnivale,我对狂欢节很期待
The Baron is a good man!,男爵是个好人！
Have you tried the local cider?,您尝过本地的苹果酒吗？
Firgol is such a peaceful place,菲尔戈真是个宁静的地方
You saved us!,你救了我们！
What happened?,发生了什么？
"Thank the Golden, the children are safe!",感谢黄金之神，孩子们平安无事！
I don't really sleep anymore,我基本不睡觉了
Nightmares are back,噩梦又回来了
My head hurts!,我头疼！
I feel sick!,我觉得恶心！
Hi,嗨
I'm not supposed to talk to strangers,我不该和陌生人说话
You look strange,你看起来很奇怪
My stomach hurts,我肚子疼
Do you have nightmares too?,你也做噩梦吗？
Good to be back,回来真好
Hello there m'lord,您好，大人
Hello there m'lady,您好，女士
M'lord,大人
M'lady,女士
How could this happen?,怎么会发生这种事？
What's next?,接下来会怎样？
The stench,这臭味
"Ugh, I'm hungry",呃，我饿了
What?,什么？
My knee,我的膝盖
I used to be an adventurer,我曾经是个冒险者
I’ve got my eye on you!,我在盯着你呢！
No funny business!,别耍花招！
Hmm?,嗯？
It’s good to have the Captain back!,船长回来真好！
I wonder what happened to the Captain?,不知道船长发生了什么事？
I can't wait to set sail!,我等不及要起航了！
I could do with some rum!,我想来点朗姆酒！
How long do we have to stay here?,我们还得在这里待多久？
Burp,嗝
You look like a landlubber!,你看起来像个旱鸭子！
Farewell and adieu to ye ladies of Vauul,别了，瓦乌尔的女士们，再见
"They say practice makes perfect, and maybe they’re right; it seems all those hours spent honing your skills are starting to pay off",都说熟能生巧，也许他们说得对；看来那些磨练技能的时光开始有所回报了
"Keep it up, and soon you’ll be well on your way to mastery!",继续保持，你很快就会走向精通！
Did this stuff used to be difficult?,这些东西以前很难吗？
"You cannot remember, for right now, you are quickly becoming one of the best in your field",你记不清了，因为现在，你正迅速成为你所在领域的佼佼者
Your progress seems to have slowed to a frustrating crawl,你的进步似乎慢得令人沮丧
"Alas, shuffling forward is always better than standing still",唉，蹒跚前行总好过原地踏步
"How foolish you were, to think yourself at the top of your game",你曾以为自己技艺登峰造极，多么愚蠢
"If your journey so far has taught you anything, it is that there is always someone better, someone stronger",如果至今的旅程教会了你什么，那就是总有人比你更优秀，更强大
"The question is not if you are strong enough to beat them, but if you are strong enough to try",问题不在于你是否强大到能打败他们，而在于你是否强大到敢于尝试
Giving up has never been an option,放弃从来都不是选项
But perhaps a long bath and a good meal wouldn’t go amiss,但也许泡个长澡、吃顿好饭不会有什么坏处
"Your latest trials have left you exhausted, yet the perseverance it has taken to push on has left you stronger than ever",最近的考验让你筋疲力尽，但坚持前行所需的毅力让你比以往更强大
"But despite this victory, a single thought plagues you: how much more can you push until there is nothing left?",但尽管取得了这场胜利，一个念头困扰着你：你还能再拼多久，直到油尽灯枯？
"No one can make it through this world alone, and lately you find yourself thinking of those who have helped you on your journey",没有人能独自闯过这个世界，最近你发现自己想起了那些在旅途中帮助过你的人
"Perhaps one day, when this is all over, you can find a way to repay them",也许有一天，当这一切结束时，你能找到报答他们的方法
The person you were when you began this journey is now nothing but a distant memory,你开始这段旅程时的自己，如今只是一个遥远的记忆
"You are irrevocably changed, and no matter what comes next, you will never be who you once were",你已经无可挽回地改变了，无论未来如何，你永远不会再是过去的你
You’ve spent countless hours forging yourself into the person you are today,你花了无数时间把自己锻造成今天的样子
Now all that’s left to do is the hardest thing of all: trust in yourself,现在剩下要做的，是最困难的事：相信自己
"Soon your journey will be at its end, and though victory is nigh, you cannot help but wonder: what will it cost?",你的旅程即将结束，尽管胜利在望，你仍不禁想知道：代价会是什么？
"For the first time in your life, you are overcome with a sense of purpose",有生以来第一次，你被一种使命感所淹没
"The path ahead will undoubtedly be difficult, but you are certain it is the one you are supposed to take",前路无疑会艰难，但你确信这就是你该走的路
"You have mastered all that you have set your mind to, yet the sweetness of your victory is tainted by the knowledge that once you have reached the top, there is nowhere else to go but down",你已精通所有立志之事，然而胜利的甘甜被一个认知所玷污：一旦到达顶峰，便只有下坡路可走
"Every step forward is worth celebrating, no matter how small",每一步前进都值得庆祝，无论多小
"Keep going, and soon the path behind you will be longer than the path ahead",继续前进，很快你身后的路就会比前方的路更长
You can feel yourself growing stronger with every trial you face,你能感觉到每经历一次考验，自己就变得更强
"Each adventure leaves you just a little faster, a little braver",每次冒险都让你更快一点，更勇敢一点
What more are you capable of?,你还能做到什么？
Adrenaline floods your veins,肾上腺素涌遍你的血管
"The tasks that once seemed so difficult now come naturally to you, leaving you with an insatiable urge to learn something new",曾经看似困难的任务现在对你来说轻而易举，让你产生了学习新东西的强烈渴望
The possibilities ahead of you seem as endless as your potential - who knows what adventures lay ahead?,前方的可能性如同你的潜力一样无穷无尽——谁知道前方有什么冒险在等着？
Who knew the human body was capable of such feats?,谁知道人类的身体竟能达成如此专长？
"You can feel yourself changing, the layers of your old self shedding away into something new",你能感觉到自己在改变，旧我的层层外壳剥落，化为新生
Something better,某种更好的东西
"It amazes you how each adventure manages to present you with a new challenge, reminding you that there is always something more to learn",令你惊讶的是，每次冒险总能带来新的挑战，提醒你总有更多东西要学
Each dawn is a new chance to perfect your skills,每个黎明都是精进技能的新机会
"You’re not sure you’ve ever worked this hard for anything before, and you’re not about to give up now",你不确定自己以前是否曾为任何事如此努力过，而现在你也不打算放弃
Greeting brother!,你好，兄弟！
Greeting sister!,你好，姐妹！
Do you think we'll get off this island?,你觉得我们能离开这个岛吗？
I really wanted to see the shrines,我真的很想去看看那些神龛
Haven't we been tested enough?,我们受的考验还不够吗？
A blessing upon you!,祝福你！
Huh?,哈？
We have the word from the deep!,我们从深渊得到了神谕！
Bow your head before before our chieftain!,在我们酋长面前低下头！
The fuck you want?,你他妈想干嘛？
Look at me funny and I'll gut you!,敢用滑稽的眼神看我，我就把你开膛！
Hhhh,呵
Ahhh,啊
Gahhh,嘎
Mhhhh,嗯
Steel Thyself!,坚定自己！
Draw Steel!,拔剑！
Make Ready!,准备！
Death or Glory!,死亡或荣耀！
To the Last!,至死方休！
Blood Will Flow!,鲜血将流！
It’s good to be sailing again!,再次航行真好！
Aye?,嗯？
Seasick?,晕船？
Found your sea legs?,习惯海上生活了？
Woof,汪
You pet the dog,你摸了摸狗
Ho!,嗬！
Come here!,过来！
Come here whelp!,过来，小崽子！
Do I hear chanting up ahead?,我听到前面有吟唱声吗？
Got work for me?,有活给我干吗？
Come hither,过来
I have no time for talk right now!,我现在没时间说话！
Talk to the chamberlain if you need something,如果你需要什么，去找总管
Bloody vermin!,该死的虫群！
Oh my poor boy,哦，我可怜的孩子
I've too much on my mind right now,我现在心事重重
Sigh,唉
We have nothing more to talk about,我们没什么可谈的了
Have you tried the local cider,你尝过本地的苹果酒吗
What've we got here then?,那我们这儿有什么？
Curses!!,该死！！
Something smells rotten!,有东西发臭了！
What've we got here then,那我们这儿有什么
Talk to the Queen if you want something!,如果你想要什么，去找女王！
I have only the finest for sale!,我只卖最好的！
Come here you little bastard,过来，你这个小混蛋
Come!,来！
See items most bizarre and mysterious!,来看看最奇异神秘的物品！
Looking for some steel,想找点钢制武器？
Git yer sausages here!,来买香肠咯！
What a mess,真是一团糟
Don't expect service!,别指望服务！
Give us a kiss!,亲一个！
A word!,说句话！
Looking for a bed,想找个床铺
Dum-di-dum,哼着小调
stranger still is,更奇怪的是
Get your greens here!,来买蔬菜咯！
Get your cider here!,来买苹果酒咯！
Cluck,咯咯
Bwak,呱呱
I found an egg!,我找到一颗蛋！
"Well, hello there!",哎呀，你好啊！
I'd prefer to leave the hive alone!,我宁愿离蜂巢远点！
Ouch!,哎哟！
Well now,好了
The Baron and Baroness welcomes you,男爵和男爵夫人欢迎您
#Variables,#变量
None,无
Faction has turned HOSTILE,势力已变为敌对
