original,translate
"There's a steely resolve in her eyes, but she gives you a warm, if sad smile by way of greeting","""她的眼中透着钢铁般的决心，但她以温暖而略带悲伤的微笑向你致意。"""
Embla,恩布拉
Bernard,伯纳德
Barmaid,酒吧女侍
Baroness of Firgol,菲尔戈男爵夫人
Pert the Beekeeper,养蜂人珀特
Ari,阿里
Cass,卡丝
Temmy,泰米
Jeb,杰布
Vendor,商人
Klara,克拉拉
Majordomo,大管家
Drummer,鼓手
Piper,吹笛手
Lutist,鲁特琴手
Camilla,卡米拉
Hierophant Drahl,大祭司德拉尔
Albert,阿尔伯特
Blacksmith,铁匠
Quartermaster,军需官
Clothier,裁缝
Julia,茱莉亚
Ylia,伊莉娅
Martha,马萨
Frantzo,弗兰佐
Captain Vivian,薇薇安队长
Bobbert the Recruit,新兵博伯特
Rat Queen,鼠后
Esteban,埃斯特班
Armand,阿曼德
Art Peddler,艺术品小贩
Merchant,商人
Bor the Sewerjack,下水道工博尔
Cora,珂菈
Natia,娜蒂亚
Philip,菲利普
Iago,伊阿戈
Dono,多诺
Anto,安托
Zhara,扎拉
Iben,伊本
Chamberlain,总管
Markus,马库斯
Chamberlain to the governor of Idra,伊德拉总督的总管
Jakub,雅库布
Ella,艾拉
{addVocalBarkLocal|I've too much on my mind right now...},{addVocalBarkLocal|I've too much on my mind right now...}
Giorgy,乔吉
"A ragged man, caked in dirt","""一个衣衫褴褛、满身污垢的男人"""
Marita,玛丽塔
Lighthouse Keeper,灯塔看守人
Lon,朗
The camp's cook,营地的厨师
Hannah,汉娜
"On your way through the refugee camp you notice a woman and a pale-looking child huddled together beneath an old, worn blanket","""当你穿过难民营时，你注意到一个女人和一个脸色苍白的孩子蜷缩在一条破旧的毯子下。"""
Shepherd,牧羊人
Wreck Picker,残骸拾荒者
Kat,卡蒂
Maija,玛伊娅
Andros,安德罗斯
Marsa,玛尔莎
A young girl,一个小女孩
She's ragged and far to lean but she is smiling from ear to ear as she clutches her stuffed animal,她衣衫褴褛、瘦得不成样子，但当她紧抱着毛绒玩具时，笑得合不拢嘴。
She's ragged and far to lean and looks like she's been crying recently,她衣衫褴褛、瘦得不成样子，看起来最近哭过。
Mother Katak,卡塔克嬷嬷
"An old, silver-haired crone","""一个银发老妇"""
Thomas,托马斯
Oleg the Gray,灰发奥列格
Red Kala,红卡菈
The Butcher,屠夫
Roland,罗兰
Snow,斯诺
"The man called ""Snow"" by his crew, was once the first mate of the Zephyr","""这个被船员称为‘斯诺’的人，曾是西风号的大副。"""
Aaron,亚伦
Leva,莱瓦
One of the wretched surviors from the Zephyr,西风号上可怜的幸存者之一
"The woman looks torn, tattered and exhausted","""这个女人看起来衣衫破烂、精疲力竭。"""
"As you approach, she offers a tired, but grateful smile","""当你走近时，她露出了疲惫但感激的微笑。"""
Grigor,格里戈尔
"The man looks torn, tattered and exhausted","""这个男人看起来衣衫破烂、精疲力竭。"""
As you approach the sailor shrinks back in terror whilst avoiding your gaze,当你走近时，那名水手惊恐地退缩，同时避开你的目光。
"As you approach the sailor offers a tired, but grateful smile","""当你走近时，那名水手露出了疲惫但感激的微笑。"""
Jan,扬
Andry,安德里
Carylla,卡莉拉
Tycho,泰科
The Ancient King,古王
Joran the Usurper,篡位者约兰
PERT THE BEEKEEPER,养蜂人珀特
BOBBERT THE RECRUIT,新兵博伯特
BOR THE SEWERJACK,下水道工博尔
OLEG THE GRAY,灰发奥列格
Laborer (Human,劳工（人类，
CHITTERS-IN-DARKNESS,暗影低语者
