original,translate
Something about Priory,关于修院的一些事
More about Priory,更多关于修院的事
Finally the last part about Priory,最后关于修院的部分
Whatever you need,无论你需要什么
Tell me again what happened here?,再跟我说一遍这里发生了什么？
Ask about Plateau,询问高原
Ask about Priory,询问修院
#AdlersHelmMerchantScene,#阿德勒斯海姆商人场景
I think it’s safe to say you’ve saved our lives,我想可以说你救了我们的命
Or at least prolonged them!,或者至少延长了我们的寿命！
"Say, would you be in need of supplies?",“嘿，你需要补给吗？”
I was pretty well stocked when things went bad and the least I can do is trade with you at a reasonable rate,当情况变糟时我储备充足，至少我能以合理的价格和你交易
Sure!,当然！
Let's trade!,我们来交易吧！
Looking to trade?,想交易吗？
#AdlersHelmPilotScene,#鹰盔堡引航员场景
I’ll be waiting for you right here whenever you’re ready!,只要你准备好了，我就在这里等你！
You set out from Adler’s Helm by one of the surviving light boats and Doran expertly guides you through the narrow straits,你乘坐一艘幸存的轻型小船从鹰盔堡出发，多兰熟练地引导你穿过狭窄的海峡
In no time you find yourself back on the shores which you landed,很快你就回到了之前登陆的海岸
With Doran joining the crew of the Weathermaiden it should now be possible to sail all the way directly to Adler’s Helm,随着多兰加入天候少女号的船员队伍，现在应该可以直接航行到鹰盔堡了
An exhausted-looking young man smiles and bows as you approach,当你走近时，一个看起来疲惫不堪的年轻人微笑着鞠躬
"Emperor’s bones, it will be good to get out of here",帝皇在上，能离开这里真是太好了
"Say, did you come here by ship?",话说，你是乘船来的吗？
Yes but we had to land on the southern shores,是的，但我们不得不在南岸登陆
I see!,我明白了！
"Well, Doran’s my name and the company hired me on as a pilot",嗯，我叫多兰，商会雇我当引航员
I sail with ships making the passing up the bay towards Adler’s to help them navigate the underwater rocks and reefs,我随船航行，引导它们穿过海湾前往鹰盔堡，帮助它们避开水下的岩石和暗礁
Could you do that for us as well?,你也能为我们这样做吗？
That I could indeed!,我当然可以！
"We could travel together to where your ship is, then I’ll stay on and help your captain navigate to and from Adler’s all safe and sound",我们可以一起前往你的船所在的地方，然后我会留下来，帮助你们的船长安全地往返鹰盔堡
It’s the least I could do to thank you!,这是我至少能做的，以表达我的感谢！
I’m ready to go when you are,你准备好了，我就出发
We’ll take one of the light boats and I’ll get us down to the southern shore and your ship in no time,我们乘一艘轻型小船，我很快就能带我们到南岸和你的船那里
Not yet!,还不行！
I have some things to do first,我还有些事要先做
Doran looks at you expectantly,多兰期待地看着你
Being holed up like this isn’t for me!,这样被困在这里可不适合我！
#BedRest,卧床休息
The prospect of resting in a proper bed is a rare treat for a mercenary travelling the roads so you should think twice before passing up on it,对于奔波于道路的雇佣兵来说，能在舒适的床上休息是难得的享受，因此放弃这个机会前你应三思。
Make Camp,扎营
# Books,# 书籍
#CaliperoScene,#卡利佩罗场景
My loyal apprentices,我忠诚的学徒们，
Their joy in life is to serve,他们人生的乐趣就是侍奉，
"And they do serve me well, don’t you think?",而且他们侍奉我侍奉得很好，你不觉得吗？
He pats one of them on the cheek only to have the man’s nose start bleeding profusely,他拍了拍其中一人的脸颊，结果那人的鼻子开始大量流血，
They are a bit tired however,不过他们有点累了，
My absence has been a burden on them,我的离开对他们来说是个负担，
I know how you repay these poor things,我知道你是怎么回报这些可怜的家伙的，
Calipero’s face twists into a cruel smile,卡利佩罗的脸上扭曲出一个残忍的笑容，
"Thankfully, my ‘sons’ do not have the capacity to question my actions",“幸好，我的‘儿子们’没有能力质疑我的行为”，
Their greatest joy in life is serving their master and their ‘ascension’ is the greatest reward their limited minds can imagine,他们人生最大的乐趣就是侍奉主人，而‘升天’是他们有限的头脑所能想象的最大奖赏，
You're deranged,你疯了，
I'll have none of this,我绝不接受，
"So, it was you who came to the aid of Calipero the Tempestuous",“那么，是你前来援助暴风卡利佩罗的”，
I will say this much,我要说，
You have done me a great service,你帮了我一个大忙，
"For that, I am eternally grateful",“为此，我永远感激”，
Here is a small token,这是一点小意思，
He gestures to one of his ‘apprentices’ who limps over to you and reverently hands you a large sack filled with coin,他向一名‘学徒’示意，那学徒一瘸一拐地走到你面前，恭敬地递给你一个装满硬币的大袋子，
But there is more to you,但你还有更多，
Calipero muses,卡利佩罗沉思道，
"You are a traveler of sorts, yes?",“你算是个旅行者，对吧？”
Someone on a quest?,在执行任务的人？
I may have much to offer you yet in terms of aid,在援助方面，我可能还有很多可以给你，
You cannot help but notice that his gaze lingers for a moment too long on Embla standing behind you,你不由自主地注意到，他的目光在你身后的恩布拉身上停留了太久，
What kind of aid?,什么样的援助？
I went there - dancing across the silver-void,我去过那里——在银色虚空中舞蹈，
I saw only shadows but I saw enough,我只看到了阴影，但我看得够多了，
There are secrets in the deep,深处有秘密，
Ancient secrets,古老的秘密，
Enough to draw the Seven Eyes there,足以将七眼吸引到那里，
That is all I can say,我只能说这么多，
Whatever do you need?,你到底需要什么？
I'd like to buy some items from you,我想从你这里买些物品，
About your apprentices,关于你的学徒们，
What happened in the summoning chamber?,召唤室里发生了什么？
What do you know about the Black Priory?,你对黑修院了解多少？
Welcome back to the 'Tower of Ash',欢迎回到‘灰烬之塔’，
"Please, use my facilities as your own",“请随意使用我的设施，就像自己的一样”，
I'd like to trade with you,我想和你交易，
Calling forth that which lies beyond is no task for a lesser Magos,召唤彼方之物可不是次级法师能胜任的任务，
"However, I am not a lesser Magos",“然而，我可不是次级法师”，
The Aether serves at my will and there are very few secrets that the veil can keep from me,以太听从我的意志，帷幕能瞒过我的秘密少之又少，
"Alas, it was not so this time",“唉，这次却并非如此”，
What answered my call was something different,回应我召唤的是某种不同的东西，
Something much more powerful than I expected,比我预想的要强大得多的东西，
What went wrong?,出了什么问题？
Calipero fixes you with an intense stare,卡利佩罗用锐利的目光盯着你，
The conjunction is growing in strength. ‘It’ is much closer to our world,交汇的力量在增强。‘它’离我们的世界更近了，
So close in fact that it has begun to seep through,事实上，近得已经开始渗透过来了，
But you already know this don’t you?,但你已经知道这一点了，不是吗？
His gaze shifts to Embla,他的目光转向恩布拉，
You're talking about the Dragon,你在说龙，
The apprentices howl in terror and cover their ears,学徒们惊恐地嚎叫，捂住耳朵，
Its seven eyes are fixed on the Outer Isles,它的七只眼睛紧盯着外岛，
Something has been found that was perhaps never intended to see the light of day again,某种或许本不该再见天日的东西被发现了，
That is why you are traveling to the Black Priory,这就是为什么你要前往黑修院，
What can you tell me about the Black Priory?,关于黑修院，你能告诉我什么？
Certainly,当然，
My vaults hold countless wonders for you to peruse,我的宝库中有无数奇珍供你细览，
His eyes glint in a way that does not appear wholly natural,他的眼睛闪烁着一种不太自然的光芒，
#ChamberlainCastleTaken,#ChamberlainCastleTaken
No news of our missing citizens?,还没有我们失踪市民的消息吗？
I beg you make haste to Gradla,我恳求你尽快赶往格拉德拉
"And if you’ve not already done so, stop by the armory before you go!",如果你还没去的话，出发前先去一趟军械库！
# Chapter_0,# 章节_0
# Chapter_1,# 章节_1
#Chapter1ArrivalInGlen,#第1章 抵达格伦
You shield your face from the cold winds and icy drizzle as you survey the area,你用手遮挡着脸，抵御寒风和冰冷的细雨，同时环顾四周，
"In the secluded valley that lies ahead, you spot the unmistakable, shaggy white forms of a flock of goats",在前方僻静的山谷中，你看到了一群山羊，它们那蓬松的白色身影清晰可辨。
You’re just about to make your way towards them when a strange undulating howl echoes through the small valley,你正要朝它们走去，这时一阵奇怪的起伏嚎叫声回荡在小山谷中，
There's more than goats in this area,这个区域里可不止有山羊。
#Chapter1Chamberlain,#第1章 总管
"From what I hear, these men were bands of local fishermen and sailors!",据我所知，这些人原本都是本地的渔民和水手！
But why would they do something like this?,但他们为什么要做出这种事？
"Horryn was their home and for all his shortcomings, there were few Imperial officials as lenient as the governor!",霍林是他们的家园，而且尽管总督有种种缺点，但像他这样宽厚的帝国官员可不多！
Where is the governor now?,总督现在在哪？
I didn't see him as we fle,我们逃跑时我没看到他，
I mean 'made our strategic retreat',我是说“进行了战略撤退”，
I can only assume he died in the chaos,我只能推测他死于那场混乱，
And the cruelest joke of all,而最残酷的玩笑是，
That leaves me the ranking Imperial Official on the island,这让我成了岛上职位最高的帝国官员，
Farewell for now,暂时告别了，
Driina scowls at you,德莉娜对你怒目而视，
Markus shakes his head dejectedly,马库斯沮丧地摇了摇头，
I’m certainly not going to beg you for aid,我当然不会乞求你的援助，
"But I’ll say, if there exists a way to retake the city, I believe it is contingent on the survival of this camp",但我要说，如果存在夺回城市的办法，我相信那取决于这个营地的存亡，
"Beyond that, I bid you go to whatever fate awaits you",除此之外，我祝你踏上任何等待你的命运，
What can I do to help then?,那我能帮上什么忙？
The color drains from Markus' face,马库斯的脸色变得苍白，
But… but Driina are you leaving as well?,但……但是德莉娜，你也要走吗？
I need you here in camp,我需要你留在营地，
We've already discussed this!,我们已经讨论过这个了！
I cannot do this without you!,没有你我做不到！
I'm not a leader - I'm a glorified scribe!,我不是个领袖——我只是个被美化的书记员！
Who will keep their spirits up?,谁来提振他们的士气？
And what am I going to do when people start dying from the outbreak?,当人们开始死于疫病时，我又该怎么办？
All the blood and shit and,所有的血污和秽物，还有……
"You will find your strength, my old friend",你会找到你的力量的，我的老朋友，
The Golden Dead will guide you,黄金先祖会指引你，
"Besides, we both know that nothing will be solved by me waiting here in camp",再说，我们都知道，我干等在营地里解决不了任何问题，
We must try to seize the initiative in whatever way we can,我们必须想尽一切办法，努力掌握主动权，
Driina puts her hand on his shoulder,德莉娜把手放在他的肩上，
Markus lets out a deep sigh before looking up,马库斯深深叹了口气，然后抬起头，
"You are right, Driina",你说得对，德莉娜，
As always,一如既往，
Clear your throat,清了清嗓子，
"Driina, perhaps you should stay here after all",德莉娜，也许你终究还是该留在这里，
"Driina motions towards you,",德莉娜向你示意，
Gallian himself may have provided for us,伽里安本人或许曾为我们提供过帮助，
"Markus looks up at you, seemingly having forgotten you were in the tent",马库斯抬头看着你，似乎忘了你还在帐篷里，
I'm looking for a way into Horryn,我在找进入霍林的路，
Driina's gaze could shatter stone,德莉娜的目光足以粉碎石头，
The decision is mine to make And I have made it,这是我的决定，而且我已经决定了，
"Now, we have tarried for too long",现在，我们已经耽搁太久了，
"Markus, tell our friend here of Horryn’s fate",马库斯，告诉我们的这位朋友霍林的命运，
I fear out path leads there eventually,恐怕我们的道路最终会通向那里，
Go there if you will but entering Horryn may indeed prove a tall order,你想去就去吧，但进入霍林确实可能极其困难，
Township’s been overrun by madmen!,镇子已经被疯子们占领了！
Hundreds lie dead in the street and those who remain cling to life on this barren plot of farmland!,数百人横尸街头，而幸存者则在这块贫瘠的农田上苟延残喘！
"As for the city gates, they have been sealed and our attackers have left us with no way back into the city",至于城门，它们已经被封锁，攻击者没给我们留下任何返回城里的路，
But what happened?,但发生了什么？
It started some days ago,事情发生在几天前，
I was awoken in the middle of the night by the governor's guards,我在半夜被总督的守卫叫醒，
"They told me we were under attack and that packs of crazed brigands were already roaming the streets, spilling blood by the river-full!",他们告诉我，我们遭到了攻击，成群结队的疯狂强盗已经在街上游荡，血流成河！
I never saw such chaos before,我从未见过如此混乱，
The dead lay strewn in the streets and we had to sneak from corner to corner just to get away with our lives!,死者横尸街头，我们不得不从一个角落潜行到另一个角落，只为逃命！
"By some stroke of luck, we came upon Driina and a handful of other guards and managed to make our way to the gate with what survivors we could find!",凭着几分运气，我们遇到了德莉娜和少数几个守卫，并设法带着我们能找到的幸存者赶到了大门！
We set up this camp whilst we,我们建起了这个营地，而我们……
Well frankly I don't know,唉，坦白说，我不知道，
All I can do is try to keep us alive till tomorrow,我能做的就是努力让大家活到明天，
It sounds like you're about to plead for help?,听起来你像是要恳求帮助？
I'd say no,我会说不，
Iben the ranger is keeping the city under watch and he reports that the Reavers have sealed its gates,游侠伊本正在监视城市，他报告说劫掠者已经封锁了城门，
We’ve found no other way of entering it,我们还没找到其他进入的方法，
Though what you expect to find in there save a gruesome death is beyond me,不过，除了惨死之外，你还指望在里面找到什么，我实在想不通，
But what do you intend to do then?,但那你打算怎么办？
Sit here and wait for death?,坐在这里等死吗？
Certainly not!,当然不！
"But with the state this camp is in, it’s all we can do to keep death from our throats",但以这个营地的状况，我们能做的也仅仅是让死亡别那么快降临到我们头上，
"If we are ever to hold out until reinforcements arrive, much less retake the town, then we must do what we can to gather our strength!",如果我们想坚持到增援到来，更不用说夺回镇子了，那我们就必须尽一切可能积蓄力量！
For now that means food and medicine,眼下这意味着食物和药品，
Regarding that,说到这个，
I best be on my way then,那我最好这就出发，
The Chamberlain,总管，
The man before you has the look of a high-ranking Imperial bureaucrat,你面前的这个男人有着帝国高级官僚的模样，
"However, there is little pomp left in him now",然而，他现在身上几乎没什么排场了，
His robes are ragged; his cheeks hollowed; his spectacles cracked,他的长袍破烂不堪；脸颊凹陷；眼镜也裂了，
He mumbles to himself as he despondently pores over stacks of papers and maps,他沮丧地翻阅着一堆堆文件和地图，嘴里喃喃自语，
He looks up at you with a start,他吃惊地抬头看着你，
"What's this, then?",那么，这是怎么回事？
More mouths to feed?,又多了几张嘴要喂？
"Or, by some miracle, do you come laden with supplies, medicine and men-at-arms?",或者，奇迹般地，你是带着补给、药品和士兵来的？
Driina gives the man a strict look,德莉娜严厉地看了那人一眼，
"Markus, we’re in no position to turn allies away",马库斯，我们没资格把同伴拒之门外，
Common courtesy will go a long way,基本的礼貌会很有帮助，
"Careful, little man",小心点，小个子，
The man sighs and sinks further back in his seat,男人叹了口气，更深地陷进椅子里，
Forgive me,原谅我，
I'm not myself,我有些失态了，
The world seems to be coming undone and I am left holding the pieces,世界似乎正在分崩离析，而我却被留下来收拾残局，
He wipes his balding head with a piece of cloth,他用一块布擦了擦他秃顶的脑袋，
Markus Stonehold at your service,马库斯·斯通霍德，愿为您效劳，
Chamberlain to the most glorious office of the Governor of Idra,伊德拉总督最光辉办公室的总管，
"He makes a sharp little bow, his words dripping sarcasm",他利落地微微鞠了一躬，话语中充满了讽刺，
How may I be of assistance?,有什么可以帮您的？
I'm trying to get to Horryn,我正设法去霍林，
I've come to offer my assistance!,我是来提供帮助的！
We are in need of aid,我们需要援助，
Me?,我？
Aid you?,援助你们？
The man scoffs incredulously,男人难以置信地嗤笑一声，
"At present, we'll be blessed by the Dead if we survive another night or two!",眼下，我们要是能再撑过一两个晚上，就算先祖保佑了！
But I need to get to Horryn!,但我必须去霍林！
Markus blinks bewildered,马库斯困惑地眨了眨眼，
He gestures to his papers,他指了指他的文件，
"With the governor missing and the camp overflowing, things are chaotic, to say the least",总督失踪，营地人满为患，至少可以说，情况一片混乱，
Any assistance you can offer will surely help me avoid an early grave,你能提供的任何帮助，肯定都能帮我免于早早入土，
Driina offers a sympathetic smile,德莉娜露出一个同情的微笑，
If I... we can help - we will,如果我……我们能帮忙——我们会的，
"Nonetheless, I do not know you and though your motives may be pure, I’ve learned a long time ago to be wary of sellswords",尽管如此，我不认识你，而且就算你的动机可能很纯粹，我很久以前就学会了要提防佣兵，
"Tell me, why are you here in the first place?",告诉我，你最初为什么会来这里？
The people are starving around us,我们周围的人正在挨饿，
Already the very young and the very old have begun to pass and soon none of us will have the strength to fight should the reavers come for us,年幼和年老的人已经开始死去，很快，如果劫掠者来袭，我们谁都没有力气战斗了，
"In other words, we need food and we need it fast",换句话说，我们需要食物，而且急需，
Talk to Frantzo,去找弗兰佐谈谈，
He’s serving as our cook and quartermaster and he might know where to start,他是我们的厨师兼军需官，他可能知道从哪里着手，
You’ll find him just outside this barn,你会在谷仓外面找到他，
And you mentioned a disease outbreak?,你还提到有疫病爆发？
Indeed,没错，
Disease is spreading in camp,疾病正在营地蔓延，
"Hierophant Drahl has set up a makeshift infirmary in the main house, but so far he’s had little luck in combating the infection",大祭司德拉尔在主屋设立了一个临时医务室，但到目前为止，他在对抗感染方面收效甚微，
Help him and you will have helped us all,帮助他就是帮助我们所有人，
Talk to Frantzo regarding the dwindling food supplies and Drahl regarding the disease outbreak,去找弗兰佐谈谈日益减少的食物供应，找德拉尔谈谈疫病爆发的事，
And do hurry,务必快点，
People are dying as we speak,就在我们说话这会儿，都有人在死去，
Markus sits where you left him,马库斯坐在你离开时的位置，
"Grimly pouring over lists, manifests and maps",阴郁地翻阅着清单、货单和地图，
"Pushing his broken spectacles up his nose, he peers up at you",他把破了的眼镜往鼻子上推了推，凝视着你，
You're back,你回来了，
I hope for good news!,我希望是好消息！
Markus sighs deeply,马库斯深深叹了口气，
"If there is nothing else, my migraine needs tending to...amongst other things",如果没有别的事，我的偏头痛需要处理一下……还有其他一些事，
The Chamberlain gestures to the piles of papers surrounding him,总管指了指身边成堆的文件，
What do you want to know?,你想知道什么？
Is there no way of getting into Horryn?,真的没办法进入霍林吗？
Any idea who the mad-men who attacked Horryn are?,知道袭击霍林的那些疯子是谁吗？
Regarding work,关于工作，
Nothing for now,暂时没有，
He lets out a sigh,他叹了口气，
"Oh, where to start?",哦，从何说起呢？
This camp is a disaster!,这个营地简直是个灾难！
There is no medicine for the sick and wounded while mad-men and beasts bay for our blood at the gates!,没有药品给伤病员，而疯子和野兽就在大门口渴望着我们的鲜血！
The haggard man wipes his brow,憔悴的男人擦了擦额头，
Anything I can do to help?,有什么我能帮忙的吗？
What did you need again?,你刚才需要什么来着？
#Chapter1Cook,#第一章厨师
Frantzo listens to your description of Embla and strokes his beard,弗兰佐听着你对恩布拉的描述，捋着胡子
"I might have seen her, but this hunger is making me hazy",“我可能见过她，但这饥饿让我头昏眼花”
Help us find something to eat and chances are it'll clear my memory too,帮我们找点吃的，说不定也能让我的记忆清晰起来
Fair enough,很公平
The name rings a bell,这名字有点耳熟
"Hmm, yes, I remember the girl!",“嗯，是的，我想起那个女孩了！”
"She arrived at my inn a few weeks ago, booked a room for two weeks and payed up front",“她几周前来到我的旅店，订了两周的房间，还预付了房钱”
"She was polite, kept to herself mostly",“她很有礼貌，大多时候独来独往”
"Far as I could tell, she was making trips towards the northern coastline",“据我所知，她经常前往北部海岸线”
"She never gave up any hints as to why, though",“不过，她从未透露过原因”
The room was still in her name when the doom came - but I remember thinking I hadn't seen her for days beforehand,灾难降临时房间还在她名下——但我记得在那之前好几天都没见到她了
"I wager she was either already dead, or safely on one of her excursions the night everything ended",“我猜她要么已经死了，要么在一切终结那晚正好安全地外出探险了”
"If you're looking for her and have a death wish, she was staying in the 'Sunset Suite', on the second floor",“如果你要找她，而且不怕死的话，她当时住在二楼的‘落日套房’”
"My inn, 'The Haven' is...was just off the main square",“我的旅店，‘避风港’，就在主广场边上……曾经是”
Where are they?,它们在哪儿？
They are waiting in the enclosure behind you!,它们就在你身后的围栏里等着呢！
They are being kept in a glen up in the foothills!,它们被关在山麓丘陵的一个峡谷里！
Frantzo is thoughtfully peeling onions as he hums a tune in some foreign language,弗兰佐一边若有所思地剥着洋葱，一边用某种外语哼着小调
Good to see you!,见到你真好！
You approach a haggard looking man wearing a threadbare cook's apron,你走近一个面容憔悴、穿着破旧厨师围裙的男人
"I don't know what you heard, but there's no food here for you, or anyone",“我不知道你听说了什么，但这里没有食物给你，也没有给任何人的”
he growls,他咆哮道
"Complain to the chamberlain if you want, just leave me alone",“想投诉就去找总管，别来烦我”
The chamberlain said you needed help,总管说你这里需要帮忙
Likewise,彼此彼此
The cook's eyes meet yours for the first time,厨师第一次正视你的眼睛
"Honestly, the situation is beyond dire",“说实话，情况糟糕透顶”
People are starving by the day and we have no supplies,人们一天天在挨饿，而我们没有补给
"The old, the sick the young; they'll all be dying off at this rate",“老人、病人、孩子；照这样下去他们都会死”
Got any ideas?,有什么主意吗？
"Well, none of us have the strength or courage left to venture out of sight of the camp to hunt and forage",“唉，我们谁也没有力气或勇气走出营地视线范围去打猎和觅食了”
The cook looks you up and down,厨师上下打量着你
But you look capable enough,但你看起来挺有本事的
You could go beyond the walls and look for something more substantial?,你可以到墙外去找些更实在的东西？
These people can’t live on vegetable broth alone,这些人光靠蔬菜汤活不下去
They need meat and fat,他们需要肉和脂肪
Especially if there’s fighting to be had,尤其是如果要打仗的话
Any idea where I should look?,知道我应该去哪儿找吗？
I do indeed,我当然知道
Frantzo leans in,弗兰佐凑近身子
Old Jakub owns this farm,老雅库布拥有这个农场
"It might not seem like much to a mainlander but here on Idra, this farm here is large enough",“对大陆人来说可能不算什么，但在伊德拉，这个农场已经够大了”
"You see, Jakub and his family had a large flock of goats when the calamities started",“你看，灾难开始时，雅库布一家有一大群山羊”
Right over there in the enclosure behind us,就在我们身后的围栏里
"Now, the old man told the chamberlain that the beasts bolted when the calamities started",“后来，老人告诉总管，灾难开始时那些牲畜都惊跑了”
That it drove them all insane and that they scattered into the hills,说它们全都发了疯，四散逃进了山里
"Well, that may be rightly so but I have my suspicions",“嗯，也许是这样，但我有我的怀疑”
You're saying he hid the animals away?,你是说他藏起了那些牲畜？
"Look, I can’t say I blame the man",“听着，我也不能怪他”
Us refugees have made a mess of his farm,我们这些难民把他的农场弄得一团糟
And if we find hands on those animals we’ll surely fall upon them like locusts,要是我们找到那些牲畜，肯定会像蝗虫一样扑上去
It would ruin him and truly it would be a shame if the man lost his livelihood,那会毁了他，说真的，如果一个人失去了生计，那太可惜了
But better that than having to see children starve,但总比看着孩子们挨饿要好
Now you best get going,你最好现在就出发
I see people have started eying the rats,我看到人们已经开始盯着老鼠了
"If what you say is true, you have a chance to save a lot of people here",“如果你说的是真的，你就有机会拯救这里的许多人”
All you have to do is to herd them back to camp,你只需要把它们赶回营地
If you don’t tread carefully though there might be trouble with Jakub and his lad but better that than having to see children starve,不过如果你不小心行事，可能会和雅库布和他儿子起冲突，但总比看着孩子们挨饿要好
I knew it!,我就知道！
I bloody knew it!,我他妈就知道！
And you led them right to us I see!,我看你把它们直接带到我们这儿来了！
By the Maidens this will do these poor people good,以少女们之名，这对这些可怜人大有好处
Though I fear for old Jakub if people find out he was hoarding his livestock whilst others were dying,不过我担心，要是人们发现老雅库布在别人快死的时候囤积牲畜，他会怎么样
"In any case, we have food now to last us a while and it is all thanks to you",“不管怎样，我们现在有食物能撑一阵子了，这全都多亏了你”
I had some questions first,我先有几个问题
Bye,再见
"With impeccable timing, the work party of sailors arrives carrying the crates of supplies",“时机恰到好处，水手们组成的劳工队抬着补给箱到了”
Frantzo slaps his meaty palms together,弗兰佐拍了拍他厚实的手掌
I knew you could do it {PLAYER}!,我就知道你能行，{PLAYER}！
You’ve saved a lot of lives today,你今天救了很多条命
Not to mention what people would have done to Jakub if it turned out he had been hiding livestock from them,更别提要是人们发现雅库布对他们藏匿牲畜，会对他做出什么事了
I'll see you around,回头见
Well,嗯
What's eating you?,你有什么烦心事？
The cook chuckles darkly,厨师阴沉地笑了笑
What's your story?,你有什么故事？
Ask about Embla,询问恩布拉的事
Goodbye,再见
The cook's eyes widen in hope,厨师眼中燃起希望
"So, what news, did you find anything I can put in folk's bellies?",“那么，有什么消息，找到什么能填饱大家肚子的东西了吗？”
I found supplies!,我找到补给了！
Good to see you again {PLAYER}!,又见到你了，{PLAYER}！
My story is similar to most folk around here; sudden ruin,我的故事和这里大多数人差不多；突如其来的毁灭
"I had an inn, respectable place, right on the main square it was",“我有一家旅店，体面的地方，就在主广场上”
So even if I survive this place - seems like I have nothing to go back to,所以即使我活过了这个地方——似乎也没什么可回去的了
I'm sorry to hear that,听到这个我很难过
By the maidens tell me it is so!,以少女们之名，告诉我这是真的！
Don’t wave food in front of the starving!,别在挨饿的人面前炫耀食物！
Where did you find it?,你在哪儿找到的？
We found Jakub's goats!,我们找到了雅库布的山羊！
I purchased supplies from smugglers!,我从走私者那里买了补给！
#Chapter1DeadSailors,#第1章 死亡水手
The stench of rotting flesh fills your nostrils,腐烂肉体的恶臭充斥着你的鼻孔
"Ahead of you, grotesquely misshapen crustacean horrors feast greedily on the corpses of the dead crew of the Zephyr",在你前方，奇形怪状的甲壳类怪物贪婪地啃食着西风号死去船员的尸体
Blasted horrors!,该死的怪物！
Kat spits through gritted teeth!,卡蒂咬牙切齿地啐了一口！
What manner of force has spawned these creatures?,是什么样的力量催生了这些生物？
#Chapter1DriinaIntro,#第1章 德里娜出场
"In the center stands a formidable, armored woman",中央站着一位威严的、身披铠甲的女人
She carries an unmistakable air of authority and the insignia on her armour marks her as a cleric of the Order of Sepulchites,她带着一种不容置疑的权威气质，铠甲上的徽记表明她是葬仪修会的一名牧师
The tattered band of refugees surrounding her are agitated and shouting over one another,围在她身边的衣衫褴褛的难民们情绪激动，互相叫嚷着
But there are so few of us!,但我们的人太少了！
