original,translate
Do you wish to hire this mercenary for 1500 gold,你希望以1500金币雇佣这名雇佣兵吗
A mercenary is a blank character that you get to create from scratch and add to your party,雇佣兵是一个空白角色，你可以从头创建并加入队伍
Items Worn,穿戴物品
Party Inventory,队伍背包
To Hit,命中
Damage,伤害
Encumb,负重
Equip,装备
#Colors,#颜色
Black,黑色
Blue,蓝色
Light Blue,浅蓝色
Brown,棕色
Light Brown,浅棕色
Cyan,青色
Gray,灰色
DarkGray,深灰色
Light Gray,浅灰色
Green,绿色
Light Green,浅绿色
Red,红色
Light Red,浅红色
Violet,紫色
White,白色
Yellow,黄色
"The major, defining attributes for the character",角色的主要定义属性
These influence most other attributes in the game,这些会影响游戏中的大多数其他属性
Cancel,取消
All progress will be lost,所有进度都将丢失
Disable,禁用
Loot,战利品
Inv,物品栏
Container,容器
Get All,全部拾取
Transfer Stack,转移全部
Transfer Item,转移物品
Unequip,卸下
Place development points in them (gained as you level up) to gain benefits and new Abilities,将发展点数（升级时获得）投入其中以获得增益和新能力
Save and Exit,保存并退出
Male Human,男性人类
Woman Human,人类女性
Xp To Go,还需经验
Active Conditions,生效状态
Move Character,移动角色
Overcast Night,阴云密布的夜晚
Can be removed by magic,可通过魔法移除
Adds Status Tag,添加状态标签
This list will only show entries with non-zero values,此列表仅显示非零值的条目
The amount of experience to go until the character levels up,角色升级所需的经验值
The current level of this character,此角色的当前等级
Cast a spell,施放一个法术
There are no weapons nearby to attack,附近没有可攻击的武器
You can't enter combat without enemies within combat range,战斗范围内没有敌人，无法进入战斗
You wait a short while,你稍等片刻
Pass a turn,跳过一回合
Recipes,配方
Workstation,工作台
Craft,制作
Clear,清除
You currently don't have any recepies to add to the crafting table,你目前没有任何配方可添加到制作台
Try experimenting with ingredients or look for recipes in the world,尝试用材料进行实验，或在世界中寻找配方
An unknown recipe,未知配方
POTION OF STRENGTH RECIPE,力量药水配方
"To craft items, you must add ingredients to the crafting grid",要制作物品，你必须将材料添加到制作网格中
Do this by double-clicking on ingredients from your inventory,通过双击背包中的材料来完成
Clicking a recipe to view ingredients required,点击配方查看所需材料
Green recipes are available,绿色配方可用
No crafting ingredients added!,未添加制作材料！
This is not a valid recipe!,这不是有效的配方！
DICE ROLL TEST,掷骰测试
Roll Dice,掷骰子
+ 2d6,+ 2d6
must roll,必须掷出
or above on 2d6 to succeed on this,或以上（2d6）才能成功
skill check!,技能检定！
Pick,撬锁
Force,强行打开
Pick or force the lock until its HP reaches zero,撬锁或强行打开，直到锁的生命值归零
Party has,队伍拥有
You cannot rest anywhere in this area,你无法在此区域的任何地方休息
You must look for a suitable camp-site elsewhere,你必须在别处寻找合适的营地
Use,使用
Adventuring,冒险
SUCCESS,成功
beats Difficulty,击败难度
You bring glory upon thine Ancestors!,你为祖先带来了荣耀！
{ITEM} Recipe,{ITEM}配方
A recipe for crafting {ITEM},制作{ITEM}的配方
Ingredients,材料
{PLAYER} has a Crafting skill of,{PLAYER}的制作技能为
versus Difficulty,对抗难度
to produce a larger amount,以生产更多数量
Journal,日志
Consumed 1 {ITEM},消耗了1个{ITEM}
You add {ITEM} to your party,你将{ITEM}添加到队伍中
Removes Conditions with Tag: #{ITEM},移除带有标签#{ITEM}的状态
Consumed,已消耗
The party does not have a lightsource to equip,队伍没有可装备的光源
Find a lantern!,找一个提灯！
Restores {ITEM} (+{ITEM},恢复{ITEM} (+{ITEM})
Heals {ITEM} (+{ITEM},治疗{ITEM} (+{ITEM})
View Inventory,查看背包
View the Journal,查看日志
{ITEM} ended,{ITEM}已结束
Added some items to inventory!,已向背包添加了一些物品！
Updated Journal,更新日志
Adds Conditions,添加状态
Adds Condition,添加状态
Faction is {ITEM},势力为{ITEM}
NEUTERAL,中立
You created,你创建了
Main quests that have not yet been completed,尚未完成的主线任务
FAILURE,失败
You have been found wanting,你被发现有所欠缺
does not beat Difficulty,未击败难度
SNEAKING,潜行
Status,状态
Safe,安全
Tile Mod,地格修正
Unsafe,不安全
Unlocked,已解锁
Loot the corpses of your enemies!,搜刮敌人的尸体！
Read,阅读
Raining Night,雨夜
You have died - The Dragon awakens,你已死亡 - 龙苏醒了
Reload a previous save or restart the game!,重新加载之前的存档或重新开始游戏！
Game too difficult?,游戏太难了？
You can set the Difficulty in Settings -> Difficulty,你可以在设置 -> 难度中调整难度
Load Last Save,加载最新存档
Load Other Save,加载其他存档
Restart Game,重新开始游戏
Game Over!,游戏结束！
{PLAYER} does not have Thieves Tools!,{PLAYER}没有盗贼工具！
The adventure begins!,冒险开始了！
You see,你看到
You must destribute all your attribute points before you can proceed!,你必须分配完所有属性点才能继续！
Can't be far now?,应该不远了吧？
Name,名称
New Recipe,新配方
Drop / Pick Up,丢弃/拾取
Time,时间
X Pos,X坐标
Y Pos,Y坐标
Water blocks your path!,水挡住了你的去路！
A simple wooden door. (,一扇简单的木门。（
A double wooden door. (,一扇双开木门。（
It cannot be opened from this side. (,无法从这一侧打开。（
"A massive, reinforced door. (",一扇巨大而加固的门。（
HP,生命值
Overcast Dawn,阴云密布的黎明
Raining Dawn,雨中的黎明
Foggy Dawn,多雾的黎明
Fog and Rain Dawn,雾雨黎明
Overcast Day,阴云密布的白昼
Raining Day,雨中的白昼
Foggy Day,多雾的白昼
Fog and Rain Day,雾雨白昼
Overcast Dusk,阴云密布的黄昏
Raining Dusk,雨中的黄昏
Fog and Rain Dusk,雾雨黄昏
Foggy Dusk,多雾的黄昏
Fog and Rain Night,雾雨夜
Foggy Night,多雾的夜晚
#Combat stuff,"#战斗相关,"
Select a Spell to cast,选择要施放的法术
Select Ability!,选择能力！
Targets all allies,以所有同伴为目标
Click anywhere to use ability!,点击任意位置使用能力！
Select a target for your Ability!,为你的能力选择目标！
Select a target to use ability!,选择目标以使用能力！
Select a target for your SPELL!,为你的法术选择目标！
Backstab!,背刺！
Critical Backstab!!!,暴击背刺！！！
Targets all enemies,以所有敌人为目标
Targets all allies,以所有同伴为目标
Click anywhere to use ability!,点击任意位置使用能力！
Select a target for your Maneuver!,为你的战技选择目标！
Characters cannot hold actions once they have begun acting,角色一旦开始行动就无法保留动作
#Console,"#控制台,"
Press TAB to exit or ESC to clear console,按TAB退出或按ESC清除控制台
Some helpful commands,一些有用的命令
heals the party fully - adds 1000 gold. - Wins any combat,完全治疗队伍 - 增加1000金币。 - 赢得任何战斗
#Crafting,#制作
{ITEM},{ITEM}
Recipes,配方
Workstation,工作台
Craft,制作
Clear,清除
You currently don't have any recepies to add to the crafting table,你目前没有任何配方可以添加到制作台
Try experimenting with ingredients or look for recipes in the world,尝试用材料进行实验，或在世界中寻找配方
An unknown recipe,一个未知配方
"To craft items, you must add ingredients to the crafting grid",要制作物品，你必须将材料添加到制作网格中
Do this by double-clicking on ingredients from your inventory,通过双击背包中的材料来完成此操作
Clicking a recipe to view ingredients required,点击配方以查看所需材料
Green recipes are available,绿色配方可用
No crafting ingredients added!,未添加制作材料！
This is not a valid recipe!,这不是一个有效的配方！
2d6 +,2d6 +
crafting,制作
Crafted 1 {ITEM},制作了1个{ITEM}
Crafted 2 {ITEM},制作了2个{ITEM}
#Ending Cutscene,#结局动画
was a year of little note for the Empire,对帝国而言，这是平淡无奇的一年
Peace and stability reigned,和平与稳定笼罩大地
With one exception,唯有一事例外
The Outer Isles were lost,外岛沦陷了
The event is extensively documented,此事被详尽记载
The catastrophe was wholly natural albeit tragic,这场灾难虽属悲剧，却完全是自然现象
The volcano Kataban awoke after millennia of dormancy,沉睡了数千年的卡拉班火山苏醒了
It is written that the plume of smoke could be seen from the mainland,据记载，从大陆上就能望见那滚滚烟柱
But there were other rumors as well,但也有其他流言蜚语
Sailors claim they saw a new star in the sky the night of Karaban’s eruption,水手们声称，在卡拉班喷发之夜，天空中出现了新的星辰
Such rumors are naught but lies,这些传言不过是谎言罢了
#Ending Screen,"#结局画面,"
"Let it be known that after much toil and hardship, {PLAYER} joins the illustrious ranks of the most holy order of the Persevering Blade",让世人知晓，历经艰辛磨难之后，{PLAYER}加入了至圣的坚韧之刃骑士团的光荣行列。
To be one of us is to have spat in the face of Death and Despair,成为我们中的一员，便是向死亡与绝望的脸上啐了一口，
It is to be one who forges ahead where lesser souls stand trembling,便是成为在怯懦灵魂颤抖不前之处奋勇前进之人，
"Now, onward to glory!",现在，向着荣耀前进！
You completed the game as a level {LEVEL?} {CLASS?} in {DAYS?} days,你以{LEVEL?}级{CLASS?}的身份在{DAYS?}天内完成了游戏。
Report thine feat on Twitter to (a)SkaldRPG!,在Twitter上向(a)SkaldRPG!报告你的壮举，
AL,"AL,"
#Feat Learning,#专长学习
{PLAYER} reaches Level,{PLAYER} 升级
You cannot Exit this screen while you have unsaved Development Points placed in Feats,当你在专长中还有未保存的发展点数时，无法退出此界面。
Click,点击
SAVE AND EXIT,保存并退出
or,或
"To gain spellcasting abilities, you must purchase ranks in the relevant (violet",要获得施法能力，你必须在相关的（紫色
Feat-tree,专长树
More spells can be learned by studying spell-tomes that you acquire as you adventure,更多法术可以通过研读冒险中获得的法术书来学习。
You must select 2 spells before proceeding!,你必须先选择2个法术才能继续！
Learn 2 new spells from the Bardic Magic School,从吟游法术学派学习2个新法术
Learn 2 new spells from the Body Magic School,从肢体法术学派学习2个新法术
Learn 2 new spells from the Mind Magic School,从心智法术学派学习2个新法术
Learn 2 new spells from the Nature Magic School,从自然法术学派学习2个新法术
Learn 2 new spells from the Spirit Magic School,从灵魂法术学派学习2个新法术
Learn 2 new spells from the Air Magic School,从大气法术学派学习2个新法术
Learn 2 new spells from the Earth Magic School,从大地法术学派学习2个新法术
Learn 2 new spells from the Fire Magic School,从火焰法术学派学习2个新法术
Left-click to select spells Right-click to examine them,左键点击选择法术，右键点击查看详情
You have selected the required spells and can proceed!,你已选择了所需的法术，可以继续了！
Pick 1 new Bardic Magic School 1 spell to learn,选择1个新的吟游法术学派1法术学习
Pick 2 new Bardic Magic School 1 spells to learn,选择2个新的吟游法术学派1法术学习
Pick 1 new Bardic Magic School 2 spell to learn,选择1个新的吟游法术学派2法术学习
Pick 2 new Bardic Magic School 2 spells to learn,选择2个新的吟游法术学派2法术学习
Pick 1 new Bardic Magic School 3 spell to learn,选择1个新的吟游法术学派3法术学习
Pick 2 new Bardic Magic School 3 spells to learn,选择2个新的吟游法术学派3法术学习
Pick 1 new Body Magic School 1 spell to learn,选择1个新的肢体法术学派1法术学习
Pick 2 new Body Magic School 1 spells to learn,选择2个新的肢体法术学派1法术学习
Pick 1 new Body Magic School 2 spell to learn,选择1个新的肢体法术学派2法术学习
Pick 2 new Body Magic School 2 spells to learn,选择2个新的肢体法术学派2法术学习
Pick 1 new Body Magic School 3 spell to learn,选择1个新的肢体法术学派3法术学习
Pick 2 new Body Magic School 3 spells to learn,选择2个新的肢体法术学派3法术学习
Pick 1 new Body Magic School 4 spell to learn,选择1个新的肢体法术学派4法术学习
Pick 2 new Body Magic School 4 spells to learn,选择2个新的肢体法术学派4法术学习
Pick 1 new Mind Magic School 1 spell to learn,选择1个新的心智法术学派1法术学习
Pick 2 new Mind Magic School 1 spells to learn,选择2个新的心智法术学派1法术学习
Pick 1 new Mind Magic School 2 spell to learn,选择1个新的心智法术学派2法术学习
Pick 2 new Mind Magic School 2 spells to learn,选择2个新的心智法术学派2法术学习
Pick 1 new Mind Magic School 3 spell to learn,选择1个新的心智法术学派3法术学习
Pick 2 new Mind Magic School 3 spells to learn,选择2个新的心智法术学派3法术学习
Pick 1 new Mind Magic School 4 spell to learn,选择1个新的心智法术学派4法术学习
Pick 2 new Mind Magic School 4 spells to learn,选择2个新的心智法术学派4法术学习
Pick 1 new Nature Magic School 1 spell to learn,选择1个新的自然法术学派1法术学习
Pick 2 new Nature Magic School 1 spells to learn,选择2个新的自然法术学派1法术学习
Pick 1 new Nature Magic School 2 spell to learn,选择1个新的自然法术学派2法术学习
Pick 2 new Nature Magic School 2 spells to learn,选择2个新的自然法术学派2法术学习
Pick 1 new Nature Magic School 3 spell to learn,选择1个新的自然法术学派3法术学习
Pick 2 new Nature Magic School 3 spells to learn,选择2个新的自然法术学派3法术学习
Pick 1 new Nature Magic School 4 spell to learn,选择1个新的自然法术学派4法术学习
Pick 2 new Nature Magic School 4 spells to learn,选择2个新的自然法术学派4法术学习
Pick 1 new Spirit Magic School 1 spell to learn,选择1个新的灵魂法术学派1法术学习
Pick 2 new Spirit Magic School 1 spells to learn,选择2个新的灵魂法术学派1法术学习
Pick 1 new Spirit Magic School 2 spell to learn,选择1个新的灵魂法术学派2法术学习
Pick 2 new Spirit Magic School 2 spells to learn,选择2个新的灵魂法术学派2法术学习
Pick 1 new Spirit Magic School 3 spell to learn,选择1个新的灵魂法术学派3法术学习
Pick 2 new Spirit Magic School 3 spells to learn,选择2个新的灵魂法术学派3法术学习
Pick 1 new Spirit Magic School 4 spell to learn,选择1个新的灵魂法术学派4法术学习
Pick 2 new Spirit Magic School 4 spells to learn,选择2个新的灵魂法术学派4法术学习
Pick 1 new Air Magic School 1 spell to learn,选择1个新的大气法术学派1法术学习
Pick 2 new Air Magic School 1 spells to learn,选择2个新的大气法术学派1法术学习
Pick 1 new Air Magic School 2 spell to learn,选择1个新的大气法术学派2法术学习
Pick 2 new Air Magic School 2 spells to learn,选择2个新的大气法术学派2法术学习
Pick 1 new Air Magic School 3 spell to learn,选择1个新的大气法术学派3法术学习
Pick 2 new Air Magic School 3 spells to learn,选择2个新的大气法术学派3法术学习
Pick 1 new Air Magic School 4 spell to learn,选择1个新的大气法术学派4法术学习
Pick 2 new Air Magic School 4 spells to learn,选择2个新的大气法术学派4法术学习
Pick 1 new Earth Magic School 1 spell to learn,选择1个新的大地法术学派1法术学习
Pick 2 new Earth Magic School 1 spells to learn,选择2个新的大地法术学派1法术学习
Pick 1 new Earth Magic School 2 spell to learn,选择1个新的大地法术学派2法术学习
Pick 2 new Earth Magic School 2 spells to learn,选择2个新的大地法术学派2法术学习
Pick 1 new Earth Magic School 3 spell to learn,选择1个新的大地法术学派3法术学习
Pick 2 new Earth Magic School 3 spells to learn,选择2个新的大地法术学派3法术学习
Pick 1 new Earth Magic School 4 spell to learn,选择1个新的大地法术学派4法术学习
Pick 2 new Earth Magic School 4 spells to learn,选择2个新的大地法术学派4法术学习
Pick 1 new Fire Magic School 1 spell to learn,选择1个新的火焰法术学派1法术学习
Pick 2 new Fire Magic School 1 spells to learn,选择2个新的火焰法术学派1法术学习
Pick 1 new Fire Magic School 2 spell to learn,选择1个新的火焰法术学派2法术学习
Pick 2 new Fire Magic School 2 spells to learn,选择2个新的火焰法术学派2法术学习
Pick 1 new Fire Magic School 3 spell to learn,选择1个新的火焰法术学派3法术学习
Pick 2 new Fire Magic School 3 spells to learn,选择2个新的火焰法术学派3法术学习
Pick 1 new Fire Magic School 4 spell to learn,选择1个新的火焰法术学派4法术学习
Pick 2 new Fire Magic School 4 spells to learn,选择2个新的火焰法术学派4法术学习
#Misc,#Misc
Pick,撬锁
Force,强行打开
Locked,已锁定
A sturdy wooden chest. (,一个结实的木箱。（
Pick or force the lock until its HP reaches zero,撬锁或强行开锁，直到其生命值归零
Not Pickable,无法撬锁
This lock cannot be picked!,此锁无法被撬开！
is too hurt to force a lock,伤势过重，无法强行开锁
The web of some giant arachnid. (,某种巨型蛛形纲动物的网。（
Party has,队伍拥有
You cannot rest anywhere in this area,你无法在此区域的任何地方休息
You must look for a suitable camp-site elsewhere,你必须另寻合适的营地
Use,使用
Adventuring,冒险
SUCCESS,成功
beats Difficulty,超过难度
You bring glory upon thine Ancestors!,你为祖先带来荣耀！
{ITEM} Recipe,{ITEM}配方
A recipe for crafting {ITEM},制作{ITEM}的配方
Ingredients,材料
{PLAYER} has a Crafting skill of,{PLAYER}的制作技能为
versus Difficulty,对抗难度
to produce a larger amount,以生产更多数量
Journal,日志
Consumed 1 {ITEM},消耗了1个{ITEM}
You add {ITEM} to your party,你将{ITEM}添加到队伍中
Removes Conditions with Tag: #{ITEM},移除带有标签：#{ITEM}的状态
Consumed,已消耗
The party does not have a lightsource to equip,队伍没有可装备的光源
Find a lantern!,找个提灯！
Restores {ITEM} (+{ITEM},恢复{ITEM} (+{ITEM}
Heals {ITEM} (+{ITEM},治疗{ITEM} (+{ITEM}
{ITEM} ended,{ITEM}结束
Added some items to inventory!,向背包添加了一些物品！
Updated Journal,更新日志
Adds Conditions,添加状态
Adds Condition,添加状态
Faction is {ITEM},势力为{ITEM}
NEUTERAL,中立
You created,你创造了
FAILURE,失败
You have been found wanting,你被发现有所欠缺
) + Static Bonus (,） + 静态加成（
does not beat Difficulty (,未超过难度（
does not beat Difficulty,未超过难度
SNEAKING,潜行
Status,状态
Safe,安全
Tile Mod,地格修正
Unsafe,不安全
Unlocked,已解锁
Loot the corpses of your enemies!,搜刮敌人的尸体！
Read,阅读
You have died - The Dragon awakens,你已死亡 - 龙苏醒
Reload a previous save or restart the game!,加载之前的存档或重新开始游戏！
Game too difficult,游戏太难
You can set the Difficulty in Settings -> Difficulty,你可以在设置 -> 难度中调整难度
Load Last Save,加载最新存档
Load Other Save,加载其他存档
Restart Game,重新开始游戏
Game Over!,游戏结束！
You have died - The Dragon awakens,你已死亡 - 龙苏醒
Reload a previous save or restart the game!,加载之前的存档或重新开始游戏！
Game too difficult?,游戏太难？
You can set the Difficulty in Settings -> Difficulty,你可以在设置 -> 难度中调整难度
Load Last Save,加载最新存档
Load Other Save,加载其他存档
Restart Game,重新开始游戏
Game Over!,游戏结束！
{PLAYER} does not have Thieves Tools!,{PLAYER}没有盗贼工具！
The adventure begins!,冒险开始！
You see,你看到
You must destribute all your attribute points before you can proceed!,你必须分配所有属性点才能继续！
Can't be far now,应该不远了
Name,名称
New Recipe,新配方
#Skill Checks,#技能检定
STATIC TEST,静态测试
DICE ROLL TEST,掷骰测试
Roll Dice,掷骰子
+ 2d6,+ 2d6
must roll,必须掷出
or above on 2d6 to succeed on this,或以上（2d6）才能成功
AGILITY vs,敏捷 vs
FORTITUDE vs,体质 vs
INTELLECT vs,智力 vs
PRESENCE vs,感知 vs
STRENGTH vs,力量 vs
ATHLETICS vs,运动 vs
AWARENESS vs,察觉 vs
CRAFTING vs,制作 vs
DIPLOMACY vs,交涉 vs
HEALING vs,医疗 vs
LORE vs,学识 vs
STEALTH vs,潜行 vs
SURVIVAL vs,生存 vs
THIEVERY vs,偷窃 vs
{PLAYER} has a AGILITY score of,{PLAYER} 的敏捷值为
{PLAYER} only has a AGILITY score of,{PLAYER} 的敏捷值仅为
{PLAYER} has a FORTITUDE score of,{PLAYER} 的体质值为
{PLAYER} only has a FORTITUDE score of,{PLAYER} 的体质值仅为
{PLAYER} has a INTELLECT score of,{PLAYER} 的智力值为
{PLAYER} only has a INTELLECT score of,{PLAYER} 的智力值仅为
{PLAYER} has a PRESENCE score of,{PLAYER} 的感知值为
{PLAYER} only has a PRESENCE score of,{PLAYER} 的感知值仅为
{PLAYER} has a STRENGTH score of,{PLAYER} 的力量值为
{PLAYER} only has a STRENGTH score of,{PLAYER} 的力量值仅为
{PLAYER} has a ATHLETICS score of,{PLAYER} 的运动值为
{PLAYER} only has a ATHLETICS score of,{PLAYER} 的运动值仅为
{PLAYER} has a AWARENESS score of,{PLAYER} 的察觉值为
{PLAYER} only has a AWARENESS score of,{PLAYER} 的察觉值仅为
{PLAYER} has a CRAFTING score of,{PLAYER} 的制作值为
{PLAYER} only has a CRAFTING score of,{PLAYER} 的制作值仅为
{PLAYER} has a DIPLOMACY score of,{PLAYER} 的交涉值为
{PLAYER} only has a DIPLOMACY score of,{PLAYER} 的交涉值仅为
{PLAYER} has a HEALING score of,{PLAYER} 的医疗值为
{PLAYER} only has a HEALING score of,{PLAYER} 的医疗值仅为
{PLAYER} has a LORE score of,{PLAYER} 的学识值为
{PLAYER} only has a LORE score of,{PLAYER} 的学识值仅为
{PLAYER} has a STEALTH score of,{PLAYER} 的潜行值为
{PLAYER} only has a STEALTH score of,{PLAYER} 的潜行值仅为
{PLAYER} has a SURVIVAL score of,{PLAYER} 的生存值为
{PLAYER} only has a SURVIVAL score of,{PLAYER} 的生存值仅为
{PLAYER} has a THIEVERY score of,{PLAYER} 的偷窃值为
{PLAYER} only has a THIEVERY score of,{PLAYER} 的偷窃值仅为
vs Difficulty,vs 难度
Athletics (,运动 (
Awareness (,察觉 (
Crafting (,制作 (
Diplomacy (,交涉 (
Healing (,医疗 (
Lore (,学识 (
Stealth (,潜行 (
Survival (,生存 (
Thievery (,偷窃 (
beats Difficulty (,胜过难度 (
ATHLETICS 4+,运动 4+
ATHLETICS 5+,运动 5+
ATHLETICS 6+,运动 6+
ATHLETICS 7+,运动 7+
ATHLETICS 8+,运动 8+
ATHLETICS 9+,运动 9+
ATHLETICS 10+,运动 10+
AWARENESS 4+,察觉 4+
AWARENESS 5+,察觉 5+
AWARENESS 6+,察觉 6+
AWARENESS 7+,察觉 7+
AWARENESS 8+,察觉 8+
AWARENESS 9+,察觉 9+
AWARENESS 10+,察觉 10+
CRAFTING 4+,制作 4+
CRAFTING 5+,制作 5+
CRAFTING 6+,制作 6+
CRAFTING 7+,制作 7+
CRAFTING 8+,制作 8+
CRAFTING 9+,制作 9+
CRAFTING 10+,制作 10+
DIPLOMACY 4+,交涉 4+
DIPLOMACY 5+,交涉 5+
DIPLOMACY 6+,交涉 6+
DIPLOMACY 7+,交涉 7+
DIPLOMACY 8+,交涉 8+
DIPLOMACY 9+,交涉 9+
DIPLOMACY 10+,交涉 10+
HEALING 4+,医疗 4+
HEALING 5+,医疗 5+
HEALING 6+,医疗 6+
HEALING 7+,医疗 7+
HEALING 8+,医疗 8+
HEALING 9+,医疗 9+
HEALING 10+,医疗 10+
LORE 4+,学识 4+
LORE 5+,学识 5+
LORE 6+,学识 6+
LORE 7+,学识 7+
LORE 8+,学识 8+
LORE 9+,学识 9+
LORE 10+,学识 10+
STEALTH 4+,潜行 4+
STEALTH 5+,潜行 5+
STEALTH 6+,潜行 6+
STEALTH 7+,潜行 7+
STEALTH 8+,潜行 8+
STEALTH 9+,潜行 9+
STEALTH 10+,潜行 10+
SURVIVAL 4+,生存 4+
SURVIVAL 5+,生存 5+
SURVIVAL 6+,生存 6+
SURVIVAL 7+,生存 7+
SURVIVAL 8+,生存 8+
SURVIVAL 9+,生存 9+
SURVIVAL 10+,生存 10+
THIEVERY 4+,偷窃 4+
THIEVERY 5+,偷窃 5+
THIEVERY 6+,偷窃 6+
THIEVERY 7+,偷窃 7+
THIEVERY 8+,偷窃 8+
THIEVERY 9+,偷窃 9+
THIEVERY 10+,偷窃 10+
A ATHLETICS score of 4 or higher is required to succeed,需要运动值达到4或更高才能成功
A ATHLETICS score of 5 or higher is required to succeed,需要运动值达到5或更高才能成功
A ATHLETICS score of 6 or higher is required to succeed,需要运动值达到6或更高才能成功
A ATHLETICS score of 7 or higher is required to succeed,需要运动值达到7或更高才能成功
A ATHLETICS score of 8 or higher is required to succeed,需要运动值达到8或更高才能成功
A ATHLETICS score of 9 or higher is required to succeed,需要运动值达到9或更高才能成功
A ATHLETICS score of 10 or higher is required to succeed,需要运动值达到10或更高才能成功
