original,translate
Leeks,韭葱
Patch of Cavechild,一簇洞穴之子
Patch of Glowmen,一簇发光人
Fellbell,山铃菇
Laughtercap,笑帽菇
Morel,羊肚菌
Punny Bun,双关面包
Wyrdloaf,威德洛夫菇
Bird's Nest,鸟巢
Onions,洋葱
Pick-Axe,镐子
Potatos,土豆
Ripe Pumpkin,熟南瓜
Recipe,配方
Rotten Log,腐木
A Badge,一枚徽章
Shovel,铲子
Vessels,容器
Lotus Pool,莲花池
#TestProps,"#测试道具,"
Broken Bridge,断桥
The bridge ahead is broken,前方的桥断了
Perhaps you can jump the gap?,也许你能跳过缺口？
Climbing Holds,攀爬支点
You can climb down this wall,你可以从这面墙爬下去
You can climb the wall ahead,你可以爬上前面那堵墙
"Using the rope, you can descend the wall",使用绳索，你可以从墙上降下
Stack of Boxes,一堆箱子
Using the stack of boxes you can reach the rope and try to climb the wall,借助这堆箱子你可以够到绳索并尝试爬上墙
#Triggers,#Triggers
{notHasJournalEntry|JOU_CrabCaveEntrance},{notHasJournalEntry|JOU_CrabCaveEntrance}
A Survivor,一名幸存者
#Warps,#传送
Entrance,入口
Stairs,楼梯
A set of stairs leading to the deck above,一段通往上层甲板的楼梯
Stairs Up,上行楼梯
Cave Entrance,洞穴入口
Exit,出口
A set of stairs leading to the deck below,一段通往下层甲板的楼梯
Stairs Down,下行楼梯
Trapdoor,活板门
Castle Entrance,城堡入口
Castle Exit,城堡出口
Catacomb Entrance,地下墓穴入口
Exit to Temple,通往神殿的出口
Grate,格栅
Secret Door,密门
Firgol,菲尔戈
Adler's Helm,鹰盔堡
Horryn,霍林
A Hidden Glen,一处隐藏的幽谷
Abandoned Farm,废弃农庄
A Refugee Camp,难民营
A Forest Glade,林间空地
The Wreck of the Zephyr,西风号残骸
A Lighthouse,一座灯塔
The Black Priory,黑修院
Sea Caves,海蚀洞
A Tower,一座塔
Rope and Bucket,绳索与桶
Ladders,梯子
#WorkBenches,#工作台
Alchemist's Tools,炼金术士的工具
A cauldron for cooking,用于烹饪的大锅
Pot,锅
An pot that can be used for cooking,一个可用于烹饪的锅
Oven,烤炉
An oven that can be used for cooking,一个可用于烹饪的烤炉
Workbench,工作台
A Comfortable Camp,舒适的营地
A Rough Camp,简陋的营地
Party Management,队伍管理
